Date,Matchup,Team,Player,Pos,BasePoints,BaseBounds,BaseAssists,BaseSteals,BaseBlocks,Base3PM,BaseMinutes,EnhPoints,EnhRebounds,EnhAssists,EnhMinutes,PointsBoost,HasInjuryAdj,HasEnhancement,HasGameScript,StarTier,Usage,FGPct,IsHome,GamesPlayed,LastUpdated
2025-11-03,MIN @ BKN,BKN,Cam Thomas,SG,26.2,1.6,3.0,0.4,0.0,3.0,32.4,27.7,1.6,3.0,32.4,1.5,N,Y,N,Star,32.2,42.3,Y,5,2025-11-03T23:11:07.405Z
2025-11-03,MIN @ BKN,BKN,Nic Claxton,C,12.6,7.0,3.0,1.0,0.8,0.0,28.7,14.1,7.0,3.0,28.7,1.5,N,Y,N,Star,18.1,54.9,Y,5,2025-11-03T23:11:07.405Z
2025-11-03,MIN @ BKN,BKN,Terance Mann,SG,12.0,4.6,3.0,1.4,0.0,1.0,28.1,12.0,4.6,3.0,28.1,0.0,N,N,N,Key Role,14.0,59.5,Y,5,2025-11-03T23:11:07.405Z
2025-11-03,MIN @ BKN,BKN,Nolan Traore,SG,4.0,1.0,3.0,0.0,0.0,1.0,20.7,4.0,1.0,3.0,20.7,0.0,N,N,N,Bench,14.8,20.0,Y,1,2025-11-03T23:11:07.405Z
2025-11-03,MIN @ BKN,BKN,Ziaire Williams,SF,14.3,2.7,0.0,1.7,0.0,2.7,20.3,14.3,2.7,0.0,20.3,0.0,N,N,N,Key Role,19.4,53.8,Y,3,2025-11-03T23:11:07.405Z
2025-11-03,MIN @ BKN,BKN,Noah Clowney,SF,4.2,3.8,1.6,0.2,0.0,0.6,19.9,4.2,3.8,1.6,19.9,0.0,N,N,N,Bench,14.1,25.0,Y,5,2025-11-03T23:11:07.405Z
2025-11-03,MIN @ BKN,BKN,Egor Dëmin,SG,5.3,2.8,2.5,0.5,0.0,1.5,18.8,5.3,2.8,2.5,18.8,0.0,N,N,N,Bench,14.8,35.0,Y,4,2025-11-03T23:11:07.405Z
2025-11-03,MIN @ BKN,BKN,Jalen Wilson,SF,6.5,1.0,1.3,0.3,0.0,1.3,18.3,6.5,1.0,1.3,18.3,0.0,N,N,N,Bench,14.4,42.1,Y,4,2025-11-03T23:11:07.405Z
2025-11-03,MIL @ IND,MIL,Ryan Rollins,PG,20.0,3.6,6.0,2.4,0.2,2.2,32.5,21.5,3.6,6.0,32.5,1.5,N,Y,N,Star,21.6,58.2,N,5,2025-11-03T23:11:33.745Z
2025-11-03,MIL @ IND,MIL,Gary Trent Jr.,SG,13.4,1.4,2.8,1.4,0.0,2.6,30.1,13.4,1.4,2.8,30.1,0.0,N,N,N,Key Role,17.7,40.7,N,5,2025-11-03T23:11:33.745Z
2025-11-03,MIL @ IND,MIL,Giannis Antetokounmpo,PF,28.6,11.4,6.7,1.0,1.5,1.0,29.2,31.6,11.4,6.7,29.2,3.0,Y,Y,N,Superstar,32.1,71.0,N,4,2025-11-03T23:11:33.745Z
2025-11-03,MIL @ IND,MIL,AJ Green,SG,13.0,2.6,0.8,0.4,0.0,3.4,28.6,13.0,2.6,0.8,28.6,0.0,N,N,N,Key Role,13.9,55.3,N,5,2025-11-03T23:11:33.745Z
2025-11-03,MIL @ IND,MIL,Myles Turner,C,9.6,5.8,2.0,0.8,1.6,1.8,28.6,9.6,5.8,2.0,28.6,0.0,N,N,N,Key Role,16.2,40.9,N,5,2025-11-03T23:11:33.745Z
2025-11-03,MIL @ IND,MIL,Kyle Kuzma,SF,11.3,4.3,1.5,0.5,0.3,0.3,23.6,11.3,4.3,1.5,23.6,0.0,N,N,N,Key Role,19.2,56.7,N,4,2025-11-03T23:11:33.745Z
2025-11-03,MIL @ IND,MIL,Cole Anthony,PG,11.5,3.3,5.8,0.8,0.5,1.0,21.3,13.0,3.3,5.8,21.3,1.5,N,Y,N,Star,25.4,47.5,N,4,2025-11-03T23:11:33.745Z
2025-11-03,MIL @ IND,MIL,Taurean Prince,SF,6.4,1.8,1.0,0.8,0.4,1.4,21.0,6.4,1.8,1.0,21.0,0.0,N,N,N,Bench,10.5,50.0,N,5,2025-11-03T23:11:33.745Z
2025-11-03,MIL @ IND,MIL,Bobby Portis,SF,11.6,5.8,1.0,0.2,0.2,1.6,20.4,11.6,5.8,1.0,20.4,0.0,N,N,N,Key Role,25.5,46.2,N,5,2025-11-03T23:11:33.745Z
2025-11-03,MIL @ IND,IND,Pascal Siakam,PF,24.7,7.5,5.2,1.4,0.4,2.0,33.4,27.7,7.5,5.2,33.4,3.0,Y,Y,N,Superstar,29.2,43.3,Y,5,2025-11-03T23:11:33.745Z
2025-11-03,MIL @ IND,IND,Aaron Nesmith,SG,17.0,3.9,1.3,0.2,0.4,3.4,32.7,18.0,3.9,1.3,32.7,1.0,Y,N,N,Key Role,19.7,35.1,Y,5,2025-11-03T23:11:33.745Z
2025-11-03,MIL @ IND,IND,Jarace Walker,SF,11.3,6.2,4.2,0.6,0.6,2.2,29.3,13.8,6.2,4.2,29.3,2.5,Y,Y,N,Star,20.5,27.4,Y,5,2025-11-03T23:11:33.745Z
2025-11-03,MIL @ IND,IND,Bennedict Mathurin,SG,27.2,2.9,4.2,0.0,0.0,2.0,27.7,29.7,2.9,4.2,27.7,2.5,Y,Y,N,Star,27.0,66.7,Y,1,2025-11-03T23:11:33.745Z
2025-11-03,MIL @ IND,IND,Ben Sheppard,SG,5.4,5.6,2.1,0.2,0.0,0.2,24.6,6.4,5.6,2.1,24.6,1.0,Y,N,N,Key Role,13.8,26.5,Y,5,2025-11-03T23:11:33.745Z
2025-11-03,MIL @ IND,IND,Obi Toppin,PF,11.5,7.2,1.0,0.5,0.0,1.5,21.1,12.5,7.2,1.0,21.1,1.0,Y,N,N,Key Role,24.5,38.9,Y,2,2025-11-03T23:11:33.745Z
2025-11-03,MIL @ IND,IND,Quenton Jackson,SG,13.6,3.7,3.7,1.3,0.3,1.5,20.2,16.1,3.7,3.7,20.2,2.5,Y,Y,N,Star,20.5,57.6,Y,4,2025-11-03T23:11:33.745Z
2025-11-03,MIL @ IND,IND,James Wiseman,C,4.2,3.9,0.0,0.0,1.0,0.0,19.9,5.2,3.9,0.0,19.9,1.0,Y,N,N,Bench,12.2,66.7,Y,1,2025-11-03T23:11:33.745Z
2025-11-03,MIL @ IND,IND,Johnny Furphy,SG,4.3,2.6,0.0,2.0,0.0,1.0,19.5,5.3,2.6,0.0,19.5,1.0,Y,N,N,Bench,10.9,50.0,Y,1,2025-11-03T23:11:33.745Z
2025-11-03,UTA @ BOS,UTA,Lauri Markkanen,SF,35.6,6.8,1.8,0.6,0.8,3.8,37.4,37.6,6.8,1.8,37.4,2.0,N,Y,N,Superstar,30.8,47.5,N,5,2025-11-03T23:11:54.226Z
2025-11-03,UTA @ BOS,UTA,Keyonte George,PG,23.0,3.8,8.8,0.8,0.6,1.6,34.9,25.0,3.8,8.8,34.9,2.0,N,Y,N,Superstar,27.1,40.0,N,5,2025-11-03T23:11:54.226Z
2025-11-03,UTA @ BOS,UTA,Walker Kessler,C,12.5,11.3,2.8,1.3,1.3,1.0,31.3,14.0,11.3,2.8,31.3,1.5,N,Y,N,Star,16.2,63.3,N,4,2025-11-03T23:11:54.226Z
2025-11-03,UTA @ BOS,UTA,Svi Mykhailiuk,SG,6.0,2.8,1.4,1.0,0.2,1.2,27.2,6.0,2.8,1.4,27.2,0.0,N,N,N,Bench,9.5,37.9,N,5,2025-11-03T23:11:54.226Z
2025-11-03,UTA @ BOS,UTA,Kyle Anderson,SF,6.5,1.5,2.5,0.5,0.0,0.0,18.4,6.5,1.5,2.5,18.4,0.0,N,N,N,Bench,15.6,50.0,N,2,2025-11-03T23:11:54.226Z
2025-11-03,UTA @ BOS,UTA,Jusuf Nurkić,C,6.8,8.6,2.4,1.4,0.2,0.4,18.3,6.8,8.6,2.4,18.3,0.0,N,N,N,Key Role,21.3,37.5,N,5,2025-11-03T23:11:54.226Z
2025-11-03,UTA @ BOS,UTA,Kyle Filipowski,C,5.4,3.8,2.2,0.4,0.0,0.8,17.4,5.4,3.8,2.2,17.4,0.0,N,N,N,Bench,15.7,35.7,N,5,2025-11-03T23:11:54.226Z
2025-11-03,UTA @ BOS,UTA,Walter Clayton Jr.,SG,5.4,2.2,2.2,0.2,0.0,0.8,17.4,5.4,2.2,2.2,17.4,0.0,N,N,N,Bench,13.7,36.0,N,5,2025-11-03T23:11:54.226Z
2025-11-03,UTA @ BOS,UTA,Ace Bailey,SF,5.2,2.8,1.6,0.4,0.2,0.4,16.8,5.2,2.8,1.6,16.8,0.0,N,N,N,Bench,19.4,28.6,N,5,2025-11-03T23:11:54.226Z
2025-11-03,UTA @ BOS,BOS,Derrick White,SG,13.0,3.6,4.0,1.6,1.2,2.0,31.4,14.5,3.6,4.0,31.4,1.5,N,Y,N,Star,23.1,30.4,Y,5,2025-11-03T23:11:54.226Z
2025-11-03,UTA @ BOS,BOS,Payton Pritchard,PG,15.6,3.8,6.2,1.2,0.0,1.4,31.2,17.1,3.8,6.2,31.2,1.5,N,Y,N,Star,20.8,43.7,Y,5,2025-11-03T23:11:54.226Z
2025-11-03,UTA @ BOS,BOS,Jaylen Brown,SG,26.0,4.6,4.6,0.6,0.4,2.8,29.0,28.0,4.6,4.6,29.0,2.0,N,Y,N,Superstar,33.3,55.2,Y,5,2025-11-03T23:11:54.226Z
2025-11-03,UTA @ BOS,BOS,Anfernee Simons,SG,14.6,2.4,1.0,0.2,0.2,3.2,25.4,14.6,2.4,1.0,25.4,0.0,N,N,N,Key Role,23.7,39.4,Y,5,2025-11-03T23:11:54.226Z
2025-11-03,UTA @ BOS,BOS,Josh Minott,PF,9.6,7.8,1.6,1.8,0.6,1.2,23.4,11.1,7.8,1.6,23.4,1.5,N,Y,N,Star,17.1,41.0,Y,5,2025-11-03T23:11:54.226Z
2025-11-03,UTA @ BOS,BOS,Sam Hauser,SF,9.4,3.6,1.6,0.4,0.2,3.0,22.4,9.4,3.6,1.6,22.4,0.0,N,N,N,Key Role,15.0,40.0,Y,5,2025-11-03T23:11:54.226Z
2025-11-03,UTA @ BOS,BOS,Neemias Queta,C,6.6,7.6,1.6,1.0,2.0,0.0,21.8,6.6,7.6,1.6,21.8,0.0,N,N,N,Key Role,11.7,56.0,Y,5,2025-11-03T23:11:54.226Z
2025-11-03,UTA @ BOS,BOS,Luka Garza,C,7.4,4.4,1.0,0.2,0.4,0.8,16.0,7.4,4.4,1.0,16.0,0.0,N,N,N,Key Role,14.9,56.5,Y,5,2025-11-03T23:11:54.226Z
2025-11-03,UTA @ BOS,BOS,Hugo González,SG,3.0,1.8,0.8,1.0,0.3,0.5,13.5,3.0,1.8,0.8,13.5,0.0,N,N,N,Bench,13.0,33.3,Y,4,2025-11-03T23:11:54.226Z
2025-11-03,WAS @ NYK,WAS,Kyshawn George,PF,18.6,7.3,4.8,0.8,1.2,3.0,31.0,21.1,7.3,4.8,31.0,2.5,Y,Y,N,Star,20.5,57.6,N,5,2025-11-03T23:12:04.022Z
2025-11-03,WAS @ NYK,WAS,CJ McCollum,SG,15.9,3.1,4.0,0.8,0.0,3.0,29.9,18.4,3.1,4.0,29.9,2.5,Y,Y,N,Star,20.3,39.1,N,5,2025-11-03T23:12:04.022Z
2025-11-03,WAS @ NYK,WAS,Alex Sarr,C,19.3,7.7,4.0,0.8,2.6,1.2,27.8,22.3,7.7,4.0,27.8,3.0,Y,Y,N,Superstar,26.0,53.7,N,5,2025-11-03T23:12:04.022Z
2025-11-03,WAS @ NYK,WAS,Bub Carrington,SG,6.5,3.7,4.0,1.2,0.2,0.8,26.7,7.5,3.7,4.0,26.7,1.0,Y,N,N,Key Role,14.7,29.4,N,5,2025-11-03T23:12:04.022Z
2025-11-03,WAS @ NYK,WAS,Tre Johnson,SG,12.6,2.9,1.7,0.2,0.8,1.8,26.5,13.6,2.9,1.7,26.5,1.0,Y,N,N,Key Role,18.8,40.4,N,5,2025-11-03T23:12:04.022Z
2025-11-03,WAS @ NYK,WAS,Bilal Coulibaly,SG,13.6,4.8,4.2,1.0,2.0,1.0,25.5,16.1,4.8,4.2,25.5,2.5,Y,Y,N,Star,24.2,40.9,N,2,2025-11-03T23:12:04.022Z
2025-11-03,WAS @ NYK,WAS,Corey Kispert,SF,6.3,3.1,1.5,0.2,0.0,0.8,20.1,7.3,3.1,1.5,20.1,1.0,Y,N,N,Bench,13.1,39.3,N,5,2025-11-03T23:12:04.022Z
2025-11-03,WAS @ NYK,WAS,Cam Whitmore,SF,8.8,2.7,0.8,1.4,0.0,1.0,16.1,9.8,2.7,0.8,16.1,1.0,Y,N,N,Key Role,24.5,40.5,N,5,2025-11-03T23:12:04.022Z
2025-11-03,WAS @ NYK,WAS,Marvin Bagley III,SF,8.8,3.5,1.9,0.4,0.4,0.4,14.9,8.8,3.5,1.9,14.9,0.0,Y,N,N,Key Role,16.1,72.0,N,5,2025-11-03T23:12:04.022Z
2025-11-03,WAS @ NYK,NYK,Mikal Bridges,PG,18.6,6.0,5.7,0.8,0.4,2.8,37.0,21.1,6.0,5.7,37.0,2.5,Y,Y,N,Star,15.3,55.2,Y,5,2025-11-03T23:12:04.022Z
2025-11-03,WAS @ NYK,NYK,Jalen Brunson,PG,34.4,3.7,5.2,1.4,0.0,3.2,34.4,37.4,3.7,5.2,34.4,3.0,Y,Y,N,Superstar,33.0,50.8,Y,5,2025-11-03T23:12:04.022Z
2025-11-03,WAS @ NYK,NYK,Karl-Anthony Towns,C,19.1,13.1,3.1,0.6,1.4,1.8,34.4,22.1,13.1,3.1,34.4,3.0,Y,Y,N,Superstar,22.7,37.3,Y,5,2025-11-03T23:12:04.022Z
2025-11-03,WAS @ NYK,NYK,OG Anunoby,SF,16.8,3.9,2.9,1.8,0.8,3.0,34.1,19.3,3.9,2.9,34.1,2.5,Y,Y,N,Star,18.3,43.8,Y,5,2025-11-03T23:12:04.022Z
2025-11-03,WAS @ NYK,NYK,Miles McBride,SG,9.1,3.2,3.1,1.0,0.3,2.0,28.1,10.1,3.2,3.1,28.1,1.0,Y,N,N,Key Role,14.5,32.1,Y,3,2025-11-03T23:12:04.022Z
2025-11-03,WAS @ NYK,NYK,Landry Shamet,SG,6.7,1.7,0.6,0.4,0.0,1.8,18.4,7.7,1.7,0.6,18.4,1.0,Y,N,N,Bench,14.3,35.7,Y,5,2025-11-03T23:12:04.022Z
2025-11-03,WAS @ NYK,NYK,Mitchell Robinson,C,2.1,7.7,1.6,0.0,1.0,0.0,16.5,3.1,7.7,1.6,16.5,1.0,Y,N,N,Key Role,8.4,33.3,Y,2,2025-11-03T23:12:04.022Z
2025-11-03,WAS @ NYK,NYK,Jordan Clarkson,SG,9.4,1.5,1.5,0.0,0.4,1.6,15.6,10.4,1.5,1.5,15.6,1.0,Y,N,N,Bench,24.4,39.5,Y,5,2025-11-03T23:12:04.022Z
2025-11-03,WAS @ NYK,NYK,Josh Hart,SG,2.4,3.2,1.6,0.8,0.0,0.4,11.2,2.4,3.2,1.6,11.2,0.0,Y,N,N,Key Role,14.1,31.0,Y,5,2025-11-03T23:12:04.022Z
2025-11-03,DAL @ HOU,DAL,P.J. Washington,PF,16.6,9.3,4.1,0.8,1.4,1.0,34.7,19.1,9.3,4.1,34.7,2.5,Y,Y,N,Star,19.7,40.7,N,5,2025-11-03T23:12:11.663Z
2025-11-03,DAL @ HOU,DAL,Cooper Flagg,SF,18.7,6.6,4.6,0.8,0.6,1.2,32.7,21.2,6.6,4.6,32.7,2.5,Y,Y,N,Star,19.5,38.7,N,5,2025-11-03T23:12:11.663Z
2025-11-03,DAL @ HOU,DAL,Max Christie,SG,16.1,3.0,3.3,0.2,0.2,2.6,30.8,17.1,3.0,3.3,30.8,1.0,Y,N,N,Key Role,13.8,51.2,N,5,2025-11-03T23:12:11.663Z
2025-11-03,DAL @ HOU,DAL,Anthony Davis,PF,22.1,9.9,2.7,1.5,1.3,0.3,29.2,25.1,9.9,2.7,29.2,3.0,Y,Y,N,Superstar,26.7,60.4,N,4,2025-11-03T23:12:11.663Z
2025-11-03,DAL @ HOU,DAL,Naji Marshall,SF,9.7,4.6,2.3,1.2,0.0,0.2,23.8,10.7,4.6,2.3,23.8,1.0,Y,N,N,Key Role,12.3,45.8,N,5,2025-11-03T23:12:11.663Z
2025-11-03,DAL @ HOU,DAL,D'Angelo Russell,PG,20.2,4.1,6.9,0.8,0.2,2.2,23.5,22.7,4.1,6.9,23.5,2.5,Y,Y,N,Star,30.6,41.3,N,5,2025-11-03T23:12:11.663Z
2025-11-03,DAL @ HOU,DAL,Klay Thompson,SG,10.8,3.6,1.8,0.2,0.4,1.8,20.3,11.8,3.6,1.8,20.3,1.0,Y,N,N,Key Role,18.8,34.1,N,5,2025-11-03T23:12:11.663Z
2025-11-03,DAL @ HOU,DAL,Dereck Lively II,C,7.2,7.2,3.6,1.0,2.0,0.0,20.1,8.2,7.2,3.6,20.1,1.0,Y,N,N,Key Role,11.7,85.7,N,2,2025-11-03T23:12:11.663Z
2025-11-03,DAL @ HOU,DAL,Daniel Gafford,SF,9.0,4.6,3.8,0.0,0.0,0.0,17.4,10.0,4.6,3.8,17.4,1.0,Y,N,N,Key Role,10.0,66.7,N,1,2025-11-03T23:12:11.663Z
2025-11-03,DAL @ HOU,HOU,Alperen Sengun,C,23.8,8.3,8.1,1.8,1.0,1.8,36.5,26.8,8.3,8.1,36.5,3.0,Y,Y,N,Superstar,25.1,47.3,Y,5,2025-11-03T23:12:11.663Z
2025-11-03,DAL @ HOU,HOU,Kevin Durant,PF,29.2,5.3,1.9,1.2,1.0,1.8,35.0,32.2,5.3,1.9,35.0,3.0,Y,Y,N,Superstar,25.4,55.1,Y,5,2025-11-03T23:12:11.663Z
2025-11-03,DAL @ HOU,HOU,Amen Thompson,PG,16.1,5.9,6.2,0.8,0.2,0.2,33.2,18.6,5.9,6.2,33.2,2.5,Y,Y,N,Star,20.5,46.7,Y,5,2025-11-03T23:12:11.663Z
2025-11-03,DAL @ HOU,HOU,Tari Eason,SF,11.8,5.3,2.4,0.6,0.6,2.4,23.7,12.8,5.3,2.4,23.7,1.0,Y,N,N,Key Role,18.5,51.2,Y,5,2025-11-03T23:12:11.663Z
2025-11-03,DAL @ HOU,HOU,Josh Okogie,SG,10.7,1.4,1.5,0.6,0.2,1.8,22.5,11.7,1.4,1.5,22.5,1.0,Y,N,N,Key Role,12.5,63.6,Y,5,2025-11-03T23:12:11.663Z
2025-11-03,DAL @ HOU,HOU,Steven Adams,C,7.5,9.5,1.9,0.8,0.4,0.0,22.4,8.5,9.5,1.9,22.4,1.0,Y,N,N,Key Role,10.8,66.7,Y,5,2025-11-03T23:12:11.663Z
2025-11-03,DAL @ HOU,HOU,Reed Sheppard,SG,11.1,2.6,3.6,1.0,0.4,2.4,21.4,12.1,2.6,3.6,21.4,1.0,Y,N,N,Key Role,20.2,39.1,Y,5,2025-11-03T23:12:11.663Z
2025-11-03,DAL @ HOU,HOU,Jabari Smith Jr.,PF,7.3,2.5,0.7,1.4,1.2,2.2,16.6,9.8,2.5,0.7,16.6,2.5,Y,Y,N,Star,17.2,43.5,Y,5,2025-11-03T23:12:11.663Z
2025-11-03,DAL @ HOU,HOU,Clint Capela,C,4.7,3.5,0.2,0.4,0.6,0.0,9.9,4.7,3.5,0.2,9.9,0.0,Y,N,N,Bench,13.9,72.7,Y,5,2025-11-03T23:12:11.663Z
2025-11-03,DET @ MEM,DET,Cade Cunningham,PG,23.4,5.3,10.5,1.2,1.2,1.8,35.8,26.4,5.3,10.5,35.8,3.0,Y,Y,N,Superstar,26.2,42.0,N,5,2025-11-03T23:12:20.700Z
2025-11-03,DET @ MEM,DET,Duncan Robinson,SF,14.2,3.5,1.5,0.2,0.8,3.0,31.6,15.2,3.5,1.5,31.6,1.0,Y,N,N,Key Role,11.8,47.6,N,5,2025-11-03T23:12:20.700Z
2025-11-03,DET @ MEM,DET,Ausar Thompson,SG,15.7,6.9,3.0,1.2,0.4,0.6,26.5,18.2,6.9,3.0,26.5,2.5,Y,Y,N,Star,22.9,45.3,N,5,2025-11-03T23:12:20.700Z
2025-11-03,DET @ MEM,DET,Jalen Duren,C,19.7,10.6,1.5,0.6,1.4,0.0,24.5,22.2,10.6,1.5,24.5,2.5,Y,Y,N,Star,23.8,65.2,N,5,2025-11-03T23:12:20.700Z
2025-11-03,DET @ MEM,DET,Isaiah Stewart,PF,7.7,5.3,1.3,0.4,1.6,1.0,21.5,8.7,5.3,1.3,21.5,1.0,Y,N,N,Key Role,15.1,41.9,N,5,2025-11-03T23:12:20.700Z
2025-11-03,DET @ MEM,DET,Ronald Holland II,SF,8.8,3.3,1.7,2.0,0.2,1.2,19.9,9.8,3.3,1.7,19.9,1.0,Y,N,N,Key Role,20.3,39.5,N,5,2025-11-03T23:12:20.700Z
2025-11-03,DET @ MEM,DET,Javonte Green,SG,6.9,2.8,1.3,1.0,0.2,1.2,17.0,7.9,2.8,1.3,17.0,1.0,Y,N,N,Bench,15.3,38.7,N,5,2025-11-03T23:12:20.700Z
2025-11-03,DET @ MEM,DET,Caris LeVert,SG,4.8,1.0,2.1,0.0,0.0,0.5,16.9,5.8,1.0,2.1,16.9,1.0,Y,N,N,Bench,16.9,27.3,N,2,2025-11-03T23:12:20.700Z
2025-11-03,DET @ MEM,DET,Tobias Harris,SF,6.9,2.6,1.3,0.8,0.2,1.4,15.5,9.4,2.6,1.3,15.5,2.5,Y,Y,N,Star,17.8,40.7,N,5,2025-11-03T23:12:20.700Z
2025-11-03,DET @ MEM,MEM,Ja Morant,PG,19.5,3.8,7.8,1.3,0.0,0.8,30.3,21.0,3.8,7.8,30.3,1.5,N,Y,N,Star,29.3,37.1,Y,4,2025-11-03T23:12:20.700Z
2025-11-03,DET @ MEM,MEM,Jaren Jackson Jr.,SF,17.2,5.6,1.6,0.8,0.2,1.6,30.0,18.7,5.6,1.6,30.0,1.5,N,Y,N,Star,20.7,54.4,Y,5,2025-11-03T23:12:20.700Z
2025-11-03,DET @ MEM,MEM,Jaylen Wells,SF,9.4,3.8,1.0,0.6,0.0,0.8,27.4,9.4,3.8,1.0,27.4,0.0,N,N,N,Key Role,17.4,33.3,Y,5,2025-11-03T23:12:20.700Z
2025-11-03,DET @ MEM,MEM,Cedric Coward,SG,15.0,5.8,3.0,0.8,0.4,1.8,26.6,16.5,5.8,3.0,26.6,1.5,N,Y,N,Star,19.3,55.1,Y,5,2025-11-03T23:12:20.700Z
2025-11-03,DET @ MEM,MEM,Santi Aldama,PF,11.8,7.6,3.0,1.4,0.4,1.6,25.8,13.3,7.6,3.0,25.8,1.5,N,Y,N,Star,21.5,40.0,Y,5,2025-11-03T23:12:20.700Z
2025-11-03,DET @ MEM,MEM,Jock Landale,C,12.2,5.6,2.0,0.4,0.2,1.4,24.4,12.2,5.6,2.0,24.4,0.0,N,N,N,Key Role,14.3,64.9,Y,5,2025-11-03T23:12:20.700Z
2025-11-03,DET @ MEM,MEM,Kentavious Caldwell-Pope,SG,10.4,2.0,4.2,0.4,0.2,1.4,24.0,10.4,2.0,4.2,24.0,0.0,N,N,N,Key Role,19.4,36.0,Y,5,2025-11-03T23:12:20.700Z
2025-11-03,DET @ MEM,MEM,Vince Williams Jr.,SG,10.5,2.5,3.0,1.5,0.0,1.5,19.1,10.5,2.5,3.0,19.1,0.0,N,N,N,Key Role,22.8,50.0,Y,2,2025-11-03T23:12:20.700Z
2025-11-03,DET @ MEM,MEM,Cam Spencer,SG,8.2,2.8,3.8,1.2,0.0,2.0,18.7,8.2,2.8,3.8,18.7,0.0,N,N,N,Key Role,17.6,41.4,Y,5,2025-11-03T23:12:20.700Z
2025-11-03,SAC @ DEN,SAC,DeMar DeRozan,PG,20.4,3.9,4.3,1.0,0.0,0.4,37.2,22.9,3.9,4.3,37.2,2.5,Y,Y,N,Star,20.4,45.9,N,5,2025-11-03T23:12:29.905Z
2025-11-03,SAC @ DEN,SAC,Domantas Sabonis,PF,15.9,13.4,4.1,1.2,0.2,0.4,34.2,18.4,13.4,4.1,34.2,2.5,Y,Y,N,Star,20.1,52.5,N,5,2025-11-03T23:12:29.905Z
2025-11-03,SAC @ DEN,SAC,Dennis Schröder,PG,15.4,3.7,6.9,1.6,0.2,1.6,33.0,17.9,3.7,6.9,33.0,2.5,Y,Y,N,Star,20.5,44.6,N,5,2025-11-03T23:12:29.905Z
2025-11-03,SAC @ DEN,SAC,Russell Westbrook,PG,13.9,4.5,6.0,1.6,0.0,2.0,27.4,16.4,4.5,6.0,27.4,2.5,Y,Y,N,Star,21.4,41.1,N,5,2025-11-03T23:12:29.905Z
2025-11-03,SAC @ DEN,SAC,Malik Monk,SG,15.9,1.3,2.7,1.5,1.0,2.5,24.7,18.4,1.3,2.7,24.7,2.5,Y,Y,N,Star,20.4,55.0,N,4,2025-11-03T23:12:29.905Z
2025-11-03,SAC @ DEN,SAC,Keon Ellis,SG,7.1,1.8,0.9,2.0,0.2,1.2,20.2,8.1,1.8,0.9,20.2,1.0,Y,N,N,Bench,13.2,42.3,N,5,2025-11-03T23:12:29.905Z
