Date,Matchup,Team,Player,Pos,BasePoints,BaseBounds,BaseAssists,BaseSteals,BaseBlocks,Base3PM,BaseMinutes,EnhPoints,EnhRebounds,EnhAssists,EnhMinutes,PointsBoost,HasInjuryAdj,HasEnhancement,HasGameScript,StarTier,Usage,FGPct,IsHome,GamesPlayed,LastUpdated
2025-11-01,MIN @ CHA,MIN,Mike Conley,SG,5.4,2.4,3.0,1.0,0.6,1.0,20.1,5.4,2.4,3.0,20.1,0.0,N,N,N,Key Role,14.1,30.8,N,5,2025-11-01T05:35:06.693Z
2025-11-01,MIN @ CHA,MIN,Terrence Shannon Jr.,SG,4.4,3.0,1.4,0.8,0.0,0.8,18.0,4.4,3.0,1.4,18.0,0.0,N,N,N,Bench,13.6,33.3,N,5,2025-11-01T05:35:06.693Z
2025-11-01,MIN @ CHA,MIN,Jaylen Clark,SG,5.7,3.0,1.3,1.0,0.0,0.3,15.1,5.7,3.0,1.3,15.1,0.0,N,N,N,Bench,14.3,42.9,N,3,2025-11-01T05:35:06.693Z
2025-11-01,MIN @ CHA,CHA,LaMelo Ball,PG,24.4,8.0,10.2,1.8,0.2,3.6,33.3,26.4,8.0,10.2,33.3,2.0,N,Y,N,Superstar,29.7,44.2,Y,5,2025-11-01T05:35:06.693Z
2025-11-01,MIN @ CHA,CHA,Miles Bridges,SF,18.2,6.6,3.0,0.6,0.4,2.6,32.3,19.7,6.6,3.0,32.3,1.5,N,Y,N,Star,23.0,39.5,Y,5,2025-11-01T05:35:06.693Z
2025-11-01,MIN @ CHA,CHA,Kon Knueppel,SG,13.8,4.0,1.8,0.4,0.0,3.4,28.9,13.8,4.0,1.8,28.9,0.0,N,N,N,Key Role,17.7,50.0,Y,5,2025-11-01T05:35:06.693Z
2025-11-01,MIN @ CHA,CHA,Ryan Kalkbrenner,C,11.0,7.2,0.6,1.0,1.4,0.0,27.5,12.5,7.2,0.6,27.5,1.5,N,Y,N,Star,11.5,90.0,Y,5,2025-11-01T05:35:06.693Z
2025-11-01,MIN @ CHA,CHA,Collin Sexton,SG,18.6,2.4,4.6,0.8,0.0,1.8,26.5,20.1,2.4,4.6,26.5,1.5,N,Y,N,Star,22.1,60.0,Y,5,2025-11-01T05:35:06.693Z
2025-11-01,MIN @ CHA,CHA,Sion James,SG,8.2,2.6,1.4,0.8,0.4,1.6,21.3,8.2,2.6,1.4,21.3,0.0,N,N,N,Key Role,10.2,63.6,Y,5,2025-11-01T05:35:06.693Z
2025-11-01,MIN @ CHA,CHA,Moussa Diabaté,PF,9.8,5.8,0.4,0.4,1.4,0.0,20.1,9.8,5.8,0.4,20.1,0.0,N,N,N,Key Role,16.7,60.0,Y,5,2025-11-01T05:35:06.693Z
2025-11-01,MIN @ CHA,CHA,Brandon Miller,SF,14.5,0.0,4.0,0.5,0.5,1.0,19.9,14.5,0.0,4.0,19.9,0.0,N,N,N,Key Role,33.3,40.0,Y,2,2025-11-01T05:35:06.693Z
2025-11-01,MIN @ CHA,CHA,Tre Mann,SG,6.6,3.0,2.6,0.8,0.0,1.0,19.5,6.6,3.0,2.6,19.5,0.0,N,N,N,Key Role,21.7,28.6,Y,5,2025-11-01T05:35:06.693Z
2025-11-01,GSW @ IND,GSW,Jimmy Butler III,SF,19.8,5.6,4.6,1.0,0.2,1.6,33.1,21.3,5.6,4.6,33.1,1.5,N,Y,N,Star,21.9,50.8,N,5,2025-11-01T05:35:06.814Z
2025-11-01,GSW @ IND,GSW,Stephen Curry,SG,27.8,4.8,5.0,1.4,0.6,4.6,30.9,29.8,4.8,5.0,30.9,2.0,N,Y,N,Superstar,30.5,50.0,N,5,2025-11-01T05:35:06.814Z
2025-11-01,GSW @ IND,GSW,Jonathan Kuminga,PF,17.6,7.2,3.0,0.6,0.4,1.0,30.4,19.1,7.2,3.0,30.4,1.5,N,Y,N,Star,22.3,55.6,N,5,2025-11-01T05:35:06.814Z
2025-11-01,GSW @ IND,GSW,Draymond Green,SF,9.2,5.2,6.6,0.8,0.4,1.8,29.1,10.7,5.2,6.6,29.1,1.5,N,Y,N,Star,14.4,48.6,N,5,2025-11-01T05:35:06.814Z
2025-11-01,GSW @ IND,GSW,Brandin Podziemski,SG,12.6,4.4,2.8,1.6,0.2,2.2,28.2,14.1,4.4,2.8,28.2,1.5,N,Y,N,Star,17.9,46.0,N,5,2025-11-01T05:35:06.814Z
2025-11-01,GSW @ IND,GSW,Al Horford,C,6.0,3.0,1.3,0.7,1.0,1.3,23.3,6.0,3.0,1.3,23.3,0.0,N,N,N,Bench,13.4,38.9,N,3,2025-11-01T05:35:06.814Z
2025-11-01,GSW @ IND,GSW,Moses Moody,SG,9.0,2.5,0.8,0.8,0.8,2.3,18.8,9.0,2.5,0.8,18.8,0.0,N,N,N,Key Role,22.0,35.7,N,4,2025-11-01T05:35:06.814Z
2025-11-01,GSW @ IND,GSW,Buddy Hield,SG,5.6,1.6,1.4,0.6,0.0,0.6,16.0,5.6,1.6,1.4,16.0,0.0,N,N,N,Bench,15.8,36.7,N,5,2025-11-01T05:35:06.814Z
2025-11-01,GSW @ IND,GSW,Will Richard,SG,5.8,1.8,1.4,1.4,0.0,0.8,13.8,5.8,1.8,1.4,13.8,0.0,N,N,N,Bench,13.3,58.8,N,5,2025-11-01T05:35:06.814Z
2025-11-01,GSW @ IND,IND,Bennedict Mathurin,SG,31.0,7.0,2.5,0.0,0.0,2.5,36.4,33.0,7.0,2.5,36.4,2.0,N,Y,N,Superstar,26.7,54.8,Y,2,2025-11-01T05:35:06.814Z
2025-11-01,GSW @ IND,IND,Pascal Siakam,PF,24.6,9.8,5.2,1.2,0.2,2.4,34.6,26.6,9.8,5.2,34.6,2.0,N,Y,N,Superstar,29.1,42.4,Y,5,2025-11-01T05:35:06.814Z
2025-11-01,GSW @ IND,IND,Aaron Nesmith,SG,11.0,4.2,1.0,0.2,0.4,2.6,31.1,11.0,4.2,1.0,31.1,0.0,N,N,N,Key Role,17.1,29.0,Y,5,2025-11-01T05:35:06.814Z
2025-11-01,GSW @ IND,IND,Ben Sheppard,SG,7.6,6.8,2.4,0.4,0.2,0.8,29.8,7.6,6.8,2.4,29.8,0.0,N,N,N,Key Role,13.6,31.8,Y,5,2025-11-01T05:35:06.814Z
2025-11-01,GSW @ IND,IND,Jarace Walker,SF,12.2,5.4,3.8,0.8,0.6,2.4,29.4,13.7,5.4,3.8,29.4,1.5,N,Y,N,Star,20.4,32.8,Y,5,2025-11-01T05:35:06.814Z
2025-11-01,GSW @ IND,IND,RayJ Dennis,PG,11.0,3.5,5.3,0.8,0.8,2.3,27.8,12.5,3.5,5.3,27.8,1.5,N,Y,N,Star,18.9,33.3,Y,4,2025-11-01T05:35:06.814Z
2025-11-01,GSW @ IND,IND,Obi Toppin,SF,14.0,6.7,1.7,1.0,0.0,1.0,27.4,15.5,6.7,1.7,27.4,1.5,N,Y,N,Star,23.2,41.7,Y,3,2025-11-01T05:35:06.814Z
2025-11-01,GSW @ IND,IND,James Wiseman,C,4.0,4.0,0.0,0.0,1.0,0.0,19.9,4.0,4.0,0.0,19.9,0.0,N,N,N,Bench,12.2,66.7,Y,1,2025-11-01T05:35:06.814Z
2025-11-01,GSW @ IND,IND,Andrew Nembhard,SG,4.0,1.0,4.0,0.0,0.0,0.0,16.9,4.0,1.0,4.0,16.9,0.0,N,N,N,Bench,21.4,,Y,1,2025-11-01T05:35:06.814Z
2025-11-01,ORL @ WAS,ORL,Paolo Banchero,PF,22.2,8.6,4.6,0.8,1.2,0.8,35.4,24.2,8.6,4.6,35.4,2.0,N,Y,N,Superstar,27.0,43.9,N,5,2025-11-01T05:35:06.996Z
2025-11-01,ORL @ WAS,ORL,Franz Wagner,SF,21.8,5.8,2.4,0.8,0.4,1.8,34.7,23.3,5.8,2.4,34.7,1.5,N,Y,N,Star,22.1,52.7,N,5,2025-11-01T05:35:06.996Z
2025-11-01,ORL @ WAS,ORL,Desmond Bane,SG,14.8,4.8,3.6,0.2,0.0,0.8,31.5,16.3,4.8,3.6,31.5,1.5,N,Y,N,Star,21.4,43.5,N,5,2025-11-01T05:35:06.996Z
2025-11-01,ORL @ WAS,ORL,Wendell Carter Jr.,C,10.8,8.2,1.8,0.8,0.6,1.4,27.6,12.3,8.2,1.8,27.6,1.5,N,Y,N,Star,15.7,47.1,N,5,2025-11-01T05:35:06.996Z
2025-11-01,ORL @ WAS,ORL,Anthony Black,SG,14.2,3.2,1.6,1.2,0.8,1.2,27.1,14.2,3.2,1.6,27.1,0.0,N,N,N,Key Role,22.4,54.3,N,5,2025-11-01T05:35:06.996Z
2025-11-01,ORL @ WAS,ORL,Tristan da Silva,SF,11.4,3.4,1.2,1.4,0.2,1.6,21.2,11.4,3.4,1.2,21.2,0.0,N,N,N,Key Role,19.0,44.2,N,5,2025-11-01T05:35:06.996Z
2025-11-01,ORL @ WAS,ORL,Jalen Suggs,SG,10.3,3.7,5.0,0.7,0.3,1.7,20.1,10.3,3.7,5.0,20.1,0.0,N,N,N,Key Role,18.2,56.3,N,3,2025-11-01T05:35:06.996Z
2025-11-01,ORL @ WAS,ORL,Goga Bitadze,C,5.4,5.2,1.2,0.2,0.8,0.2,17.6,5.4,5.2,1.2,17.6,0.0,N,N,N,Key Role,9.8,68.8,N,5,2025-11-01T05:35:06.996Z
2025-11-01,ORL @ WAS,ORL,Tyus Jones,SG,2.8,0.8,1.2,0.6,0.2,0.4,13.4,2.8,0.8,1.2,13.4,0.0,N,N,N,Bench,10.5,37.5,N,5,2025-11-01T05:35:06.996Z
2025-11-01,ORL @ WAS,WAS,Kyshawn George,PF,18.6,8.8,5.2,1.0,1.4,3.4,32.6,20.6,8.8,5.2,32.6,2.0,N,Y,N,Superstar,20.5,53.2,Y,5,2025-11-01T05:35:06.996Z
2025-11-01,ORL @ WAS,WAS,CJ McCollum,SG,14.4,3.4,4.2,0.4,0.0,2.4,31.2,15.9,3.4,4.2,31.2,1.5,N,Y,N,Star,19.5,36.4,Y,5,2025-11-01T05:35:06.996Z
2025-11-01,ORL @ WAS,WAS,Bub Carrington,SG,7.0,4.0,3.2,1.2,0.2,1.2,28.2,7.0,4.0,3.2,28.2,0.0,N,N,N,Key Role,13.4,32.4,Y,5,2025-11-01T05:35:06.996Z
2025-11-01,ORL @ WAS,WAS,Alex Sarr,C,18.4,8.6,4.0,0.8,2.0,1.2,27.3,20.4,8.6,4.0,27.3,2.0,N,Y,N,Superstar,26.8,53.6,Y,5,2025-11-01T05:35:06.996Z
2025-11-01,ORL @ WAS,WAS,Tre Johnson,SG,13.8,3.4,2.0,0.2,0.6,2.6,26.8,13.8,3.4,2.0,26.8,0.0,N,N,N,Key Role,19.1,44.6,Y,5,2025-11-01T05:35:06.996Z
2025-11-01,ORL @ WAS,WAS,Khris Middleton,SF,12.4,4.8,2.2,0.8,0.0,1.0,25.8,12.4,4.8,2.2,25.8,0.0,N,N,N,Key Role,19.3,48.0,Y,5,2025-11-01T05:35:06.996Z
2025-11-01,ORL @ WAS,WAS,Bilal Coulibaly,SG,16.0,8.0,4.0,1.0,3.0,2.0,24.4,17.5,8.0,4.0,24.4,1.5,N,Y,N,Star,30.4,50.0,Y,1,2025-11-01T05:35:06.996Z
2025-11-01,ORL @ WAS,WAS,Corey Kispert,SF,7.8,3.4,1.6,0.2,0.2,1.4,20.7,7.8,3.4,1.6,20.7,0.0,N,N,N,Key Role,13.9,45.2,Y,5,2025-11-01T05:35:06.996Z
2025-11-01,ORL @ WAS,WAS,Cam Whitmore,SF,9.6,3.4,1.0,1.0,0.0,0.8,16.9,9.6,3.4,1.0,16.9,0.0,N,N,N,Key Role,25.3,42.6,Y,5,2025-11-01T05:35:06.996Z
2025-11-01,HOU @ BOS,HOU,Alperen Sengun,C,23.8,8.0,7.3,2.0,0.8,2.0,38.0,25.8,8.0,7.3,38.0,2.0,N,Y,N,Superstar,24.5,49.2,N,4,2025-11-01T05:35:07.117Z
2025-11-01,HOU @ BOS,HOU,Kevin Durant,PF,27.5,5.8,2.0,1.0,1.0,1.8,36.4,29.5,5.8,2.0,36.4,2.0,N,Y,N,Superstar,25.7,52.2,N,4,2025-11-01T05:35:07.117Z
2025-11-01,HOU @ BOS,HOU,Jabari Smith Jr.,SF,15.8,5.0,1.8,1.5,0.5,2.5,35.9,17.3,5.0,1.8,35.9,1.5,N,Y,N,Star,17.1,42.3,N,4,2025-11-01T05:35:07.117Z
2025-11-01,HOU @ BOS,HOU,Amen Thompson,PG,14.5,5.3,5.3,1.0,0.3,0.0,33.5,16.0,5.3,5.3,33.5,1.5,N,Y,N,Star,20.1,45.8,N,4,2025-11-01T05:35:07.117Z
2025-11-01,HOU @ BOS,HOU,Tari Eason,SF,10.8,5.3,2.8,0.8,0.5,2.0,24.6,10.8,5.3,2.8,24.6,0.0,N,N,N,Key Role,17.9,50.0,N,4,2025-11-01T05:35:07.117Z
2025-11-01,HOU @ BOS,HOU,Steven Adams,C,7.8,10.8,1.5,1.0,0.5,0.0,24.4,9.3,10.8,1.5,24.4,1.5,N,Y,N,Star,10.7,66.7,N,4,2025-11-01T05:35:07.117Z
2025-11-01,HOU @ BOS,HOU,Josh Okogie,SG,9.5,1.8,1.3,0.5,0.3,1.5,22.9,9.5,1.8,1.3,22.9,0.0,N,N,N,Key Role,11.8,64.7,N,4,2025-11-01T05:35:07.117Z
2025-11-01,HOU @ BOS,HOU,Reed Sheppard,SG,10.0,3.3,3.5,1.3,0.5,2.0,22.5,10.0,3.3,3.5,22.5,0.0,N,N,N,Key Role,20.9,35.0,N,4,2025-11-01T05:35:07.117Z
2025-11-01,HOU @ BOS,HOU,Clint Capela,C,4.5,2.0,0.0,0.3,0.5,0.0,7.9,4.5,2.0,0.0,7.9,0.0,N,N,N,Bench,13.8,87.5,N,4,2025-11-01T05:35:07.117Z
2025-11-01,HOU @ BOS,BOS,Derrick White,SG,15.0,4.0,4.4,1.6,1.0,2.4,34.2,16.5,4.0,4.4,34.2,1.5,N,Y,N,Star,23.9,31.4,Y,5,2025-11-01T05:35:07.117Z
2025-11-01,HOU @ BOS,BOS,Payton Pritchard,PG,14.4,4.6,6.6,1.2,0.0,1.4,33.1,15.9,4.6,6.6,33.1,1.5,N,Y,N,Star,20.2,39.4,Y,5,2025-11-01T05:35:07.117Z
2025-11-01,HOU @ BOS,BOS,Jaylen Brown,SG,28.2,5.0,4.2,0.6,0.6,3.4,31.8,30.2,5.0,4.2,31.8,2.0,N,Y,N,Superstar,33.2,56.0,Y,5,2025-11-01T05:35:07.117Z
2025-11-01,HOU @ BOS,BOS,Anfernee Simons,SG,16.0,2.4,1.8,0.8,0.2,3.2,27.4,16.0,2.4,1.8,27.4,0.0,N,N,N,Key Role,24.0,42.0,Y,5,2025-11-01T05:35:07.117Z
2025-11-01,HOU @ BOS,BOS,Sam Hauser,SF,11.8,3.8,1.2,0.6,0.4,3.8,24.5,11.8,3.8,1.2,24.5,0.0,N,N,N,Key Role,16.1,43.5,Y,5,2025-11-01T05:35:07.117Z
2025-11-01,HOU @ BOS,BOS,Josh Minott,PF,9.5,8.3,1.3,1.8,0.8,1.0,24.4,11.0,8.3,1.3,24.4,1.5,N,Y,N,Star,14.9,46.4,Y,4,2025-11-01T05:35:07.117Z
2025-11-01,HOU @ BOS,BOS,Neemias Queta,C,6.4,8.2,1.6,1.0,2.2,0.0,23.1,7.9,8.2,1.6,23.1,1.5,N,Y,N,Star,12.0,54.2,Y,5,2025-11-01T05:35:07.117Z
2025-11-01,HOU @ BOS,BOS,Luka Garza,C,9.3,4.5,1.3,0.3,0.3,1.0,16.1,9.3,4.5,1.3,16.1,0.0,N,N,N,Key Role,16.5,65.0,Y,4,2025-11-01T05:35:07.117Z
2025-11-01,HOU @ BOS,BOS,Hugo González,SG,2.8,2.5,0.8,1.5,0.3,0.3,14.9,2.8,2.5,0.8,14.9,0.0,N,N,N,Bench,9.2,38.5,Y,4,2025-11-01T05:35:07.117Z
2025-11-01,DAL @ DET,DAL,P.J. Washington,PF,15.2,8.2,2.4,0.8,1.0,1.4,33.4,16.7,8.2,2.4,33.4,1.5,N,Y,N,Star,20.1,49.1,N,5,2025-11-01T05:35:07.243Z
2025-11-01,DAL @ DET,DAL,Cooper Flagg,SF,13.4,6.2,2.8,0.8,0.6,0.8,32.3,14.9,6.2,2.8,32.3,1.5,N,Y,N,Star,19.0,41.0,N,5,2025-11-01T05:35:07.243Z
2025-11-01,DAL @ DET,DAL,Anthony Davis,PF,20.8,10.2,2.2,1.6,1.2,0.6,29.9,22.8,10.2,2.2,29.9,2.0,N,Y,N,Superstar,27.8,52.0,N,5,2025-11-01T05:35:07.243Z
2025-11-01,DAL @ DET,DAL,Max Christie,SG,11.8,1.4,1.8,0.2,0.4,2.8,29.3,11.8,1.4,1.8,29.3,0.0,N,N,N,Key Role,13.0,52.8,N,5,2025-11-01T05:35:07.243Z
2025-11-01,DAL @ DET,DAL,Naji Marshall,SF,6.8,3.8,2.0,1.0,0.0,0.0,23.7,6.8,3.8,2.0,23.7,0.0,N,N,N,Key Role,11.3,38.1,N,5,2025-11-01T05:35:07.243Z
2025-11-01,DAL @ DET,DAL,Klay Thompson,SG,8.2,3.0,1.4,0.2,0.4,1.4,20.7,8.2,3.0,1.4,20.7,0.0,N,N,N,Key Role,20.2,31.3,N,5,2025-11-01T05:35:07.243Z
2025-11-01,DAL @ DET,DAL,D'Angelo Russell,PG,10.8,2.6,5.4,0.8,0.2,0.8,20.6,10.8,2.6,5.4,20.6,0.0,N,N,N,Key Role,28.8,32.7,N,5,2025-11-01T05:35:07.243Z
2025-11-01,DAL @ DET,DAL,Dereck Lively II,C,5.3,5.0,3.0,0.7,1.3,0.0,16.9,5.3,5.0,3.0,16.9,0.0,N,N,N,Key Role,12.2,77.8,N,3,2025-11-01T05:35:07.243Z
2025-11-01,DAL @ DET,DAL,Brandon Williams,SG,6.7,2.3,1.7,0.7,0.3,0.0,13.6,6.7,2.3,1.7,13.6,0.0,N,N,N,Bench,22.9,52.9,N,3,2025-11-01T05:35:07.243Z
2025-11-01,DAL @ DET,DET,Cade Cunningham,PG,22.2,5.6,8.2,0.8,1.2,1.6,35.2,24.2,5.6,8.2,35.2,2.0,N,Y,N,Superstar,28.7,39.6,Y,5,2025-11-01T05:35:07.243Z
2025-11-01,DAL @ DET,DET,Tobias Harris,SF,14.0,6.0,3.2,1.0,0.2,1.4,31.6,15.5,6.0,3.2,31.6,1.5,N,Y,N,Star,17.2,42.4,Y,5,2025-11-01T05:35:07.243Z
2025-11-01,DAL @ DET,DET,Duncan Robinson,SF,10.0,2.4,1.2,0.2,0.8,2.4,31.2,10.0,2.4,1.2,31.2,0.0,N,N,N,Key Role,10.8,39.5,Y,5,2025-11-01T05:35:07.243Z
2025-11-01,DAL @ DET,DET,Ausar Thompson,SG,13.8,7.4,4.0,1.0,0.6,0.4,27.5,15.3,7.4,4.0,27.5,1.5,N,Y,N,Star,20.6,46.7,Y,5,2025-11-01T05:35:07.243Z
2025-11-01,DAL @ DET,DET,Jalen Duren,C,14.8,10.0,1.2,0.6,1.6,0.0,22.6,16.3,10.0,1.2,22.6,1.5,N,Y,N,Star,23.7,57.1,Y,5,2025-11-01T05:35:07.243Z
2025-11-01,DAL @ DET,DET,Ronald Holland II,SF,11.6,3.2,1.8,2.0,0.4,1.4,21.6,11.6,3.2,1.8,21.6,0.0,N,N,N,Key Role,21.5,46.5,Y,5,2025-11-01T05:35:07.243Z
2025-11-01,DAL @ DET,DET,Isaiah Stewart,PF,9.2,6.6,1.4,0.4,2.0,1.4,21.5,9.2,6.6,1.4,21.5,0.0,N,N,N,Key Role,17.3,44.7,Y,5,2025-11-01T05:35:07.243Z
2025-11-01,DAL @ DET,DET,Caris LeVert,SG,6.0,1.0,2.0,0.5,0.0,0.5,18.5,6.0,1.0,2.0,18.5,0.0,N,N,N,Bench,16.7,33.3,Y,2,2025-11-01T05:35:07.243Z
2025-11-01,DAL @ DET,DET,Javonte Green,SG,5.0,2.4,1.0,0.8,0.2,1.0,16.1,5.0,2.4,1.0,16.1,0.0,N,N,N,Bench,13.9,33.3,Y,5,2025-11-01T05:35:07.243Z
